time_stamp,time,temperature_2m,surface_pressure,cloud_cover,windspeed_10m,shortwave_radiation,year
2020-01-01 00:00:00+00:00,2020-01-01T00:00,-0.8,945.4,99,14.2,0.0,2020
2020-01-01 01:00:00+00:00,2020-01-01T01:00,-1.3,945.3,88,16.2,0.0,2020
2020-01-01 02:00:00+00:00,2020-01-01T02:00,-1.7,945.3,60,16.9,0.0,2020
2020-01-01 03:00:00+00:00,2020-01-01T03:00,-2.5,945.0,87,15.8,0.0,2020
2020-01-01 04:00:00+00:00,2020-01-01T04:00,-2.2,944.9,86,15.7,0.0,2020
2020-01-01 05:00:00+00:00,2020-01-01T05:00,-2.3,944.7,60,16.5,0.0,2020
2020-01-01 06:00:00+00:00,2020-01-01T06:00,-2.7,944.5,60,16.3,0.0,2020
2020-01-01 07:00:00+00:00,2020-01-01T07:00,-2.9,944.9,99,17.0,0.0,2020
2020-01-01 08:00:00+00:00,2020-01-01T08:00,-2.8,945.2,97,17.9,0.0,2020
2020-01-01 09:00:00+00:00,2020-01-01T09:00,-2.8,945.0,96,17.9,0.0,2020
2020-01-01 10:00:00+00:00,2020-01-01T10:00,-2.7,945.0,100,18.3,0.0,2020
2020-01-01 11:00:00+00:00,2020-01-01T11:00,-2.8,945.2,100,18.2,0.0,2020
2020-01-01 12:00:00+00:00,2020-01-01T12:00,-2.9,946.5,89,17.4,0.0,2020
2020-01-01 13:00:00+00:00,2020-01-01T13:00,-3.6,947.0,37,17.3,5.0,2020
2020-01-01 14:00:00+00:00,2020-01-01T14:00,-2.6,947.7,81,15.9,85.0,2020
2020-01-01 15:00:00+00:00,2020-01-01T15:00,-1.7,948.5,96,18.8,154.0,2020
2020-01-01 16:00:00+00:00,2020-01-01T16:00,-1.0,948.5,98,26.3,158.0,2020
2020-01-01 17:00:00+00:00,2020-01-01T17:00,-0.7,948.0,98,25.2,138.0,2020
2020-01-01 18:00:00+00:00,2020-01-01T18:00,-0.6,948.0,99,23.5,155.0,2020
2020-01-01 19:00:00+00:00,2020-01-01T19:00,-0.7,948.6,97,22.4,181.0,2020
2020-01-01 20:00:00+00:00,2020-01-01T20:00,-0.7,948.8,100,20.7,155.0,2020
2020-01-01 21:00:00+00:00,2020-01-01T21:00,-1.5,949.6,80,19.8,57.0,2020
2020-01-01 22:00:00+00:00,2020-01-01T22:00,-2.4,950.4,98,19.8,7.0,2020
2020-01-01 23:00:00+00:00,2020-01-01T23:00,-2.3,951.0,94,17.3,0.0,2020
2020-01-02 00:00:00+00:00,2020-01-02T00:00,-2.9,952.1,80,13.0,0.0,2020
2020-01-02 01:00:00+00:00,2020-01-02T01:00,-2.7,952.5,59,14.8,0.0,2020
2020-01-02 02:00:00+00:00,2020-01-02T02:00,-3.0,952.6,25,14.8,0.0,2020
2020-01-02 03:00:00+00:00,2020-01-02T03:00,-3.6,952.6,22,13.9,0.0,2020
2020-01-02 04:00:00+00:00,2020-01-02T04:00,-3.9,952.5,12,13.0,0.0,2020
2020-01-02 05:00:00+00:00,2020-01-02T05:00,-4.3,952.4,5,13.3,0.0,2020
2020-01-02 06:00:00+00:00,2020-01-02T06:00,-4.4,952.5,47,13.2,0.0,2020
2020-01-02 07:00:00+00:00,2020-01-02T07:00,-4.5,952.3,50,13.2,0.0,2020
2020-01-02 08:00:00+00:00,2020-01-02T08:00,-4.5,952.8,94,13.6,0.0,2020
2020-01-02 09:00:00+00:00,2020-01-02T09:00,-4.0,952.8,71,14.2,0.0,2020
2020-01-02 10:00:00+00:00,2020-01-02T10:00,-3.7,953.0,94,15.0,0.0,2020
2020-01-02 11:00:00+00:00,2020-01-02T11:00,-3.1,952.9,70,14.8,0.0,2020
2020-01-02 12:00:00+00:00,2020-01-02T12:00,-2.2,953.1,57,16.1,0.0,2020
2020-01-02 13:00:00+00:00,2020-01-02T13:00,-1.9,953.2,78,16.5,5.0,2020
2020-01-02 14:00:00+00:00,2020-01-02T14:00,-0.3,953.3,26,18.0,78.0,2020
2020-01-02 15:00:00+00:00,2020-01-02T15:00,2.2,953.6,33,18.9,236.0,2020
2020-01-02 16:00:00+00:00,2020-01-02T16:00,4.0,953.3,0,18.8,334.0,2020
2020-01-02 17:00:00+00:00,2020-01-02T17:00,5.4,952.3,0,17.9,391.0,2020
2020-01-02 18:00:00+00:00,2020-01-02T18:00,6.7,951.7,0,17.4,404.0,2020
2020-01-02 19:00:00+00:00,2020-01-02T19:00,7.0,951.6,0,16.8,354.0,2020
2020-01-02 20:00:00+00:00,2020-01-02T20:00,6.3,951.2,83,16.9,256.0,2020
2020-01-02 21:00:00+00:00,2020-01-02T21:00,5.1,950.8,91,17.0,123.0,2020
2020-01-02 22:00:00+00:00,2020-01-02T22:00,4.0,950.7,96,18.7,11.0,2020
2020-01-02 23:00:00+00:00,2020-01-02T23:00,3.5,950.8,100,19.0,0.0,2020
2020-01-03 00:00:00+00:00,2020-01-03T00:00,3.3,951.1,99,20.3,0.0,2020
2020-01-03 01:00:00+00:00,2020-01-03T01:00,3.0,951.5,100,20.3,0.0,2020
2020-01-03 02:00:00+00:00,2020-01-03T02:00,3.1,951.6,100,19.0,0.0,2020
2020-01-03 03:00:00+00:00,2020-01-03T03:00,2.6,951.6,93,18.8,0.0,2020
2020-01-03 04:00:00+00:00,2020-01-03T04:00,2.3,951.1,100,17.2,0.0,2020
2020-01-03 05:00:00+00:00,2020-01-03T05:00,2.1,951.0,100,17.1,0.0,2020
2020-01-03 06:00:00+00:00,2020-01-03T06:00,2.2,951.3,98,16.1,0.0,2020
2020-01-03 07:00:00+00:00,2020-01-03T07:00,2.1,951.6,100,15.1,0.0,2020
2020-01-03 08:00:00+00:00,2020-01-03T08:00,2.2,951.4,100,14.2,0.0,2020
2020-01-03 09:00:00+00:00,2020-01-03T09:00,2.3,951.3,100,13.7,0.0,2020
2020-01-03 10:00:00+00:00,2020-01-03T10:00,2.3,950.9,100,12.6,0.0,2020
2020-01-03 11:00:00+00:00,2020-01-03T11:00,2.1,951.0,100,12.6,0.0,2020
2020-01-03 12:00:00+00:00,2020-01-03T12:00,2.2,951.2,100,11.3,0.0,2020
2020-01-03 13:00:00+00:00,2020-01-03T13:00,1.8,951.2,100,11.3,4.0,2020
2020-01-03 14:00:00+00:00,2020-01-03T14:00,3.3,952.1,100,10.0,51.0,2020
2020-01-03 15:00:00+00:00,2020-01-03T15:00,4.2,952.7,100,11.4,80.0,2020
2020-01-03 16:00:00+00:00,2020-01-03T16:00,4.6,952.2,100,11.3,91.0,2020
2020-01-03 17:00:00+00:00,2020-01-03T17:00,4.8,951.5,100,11.5,105.0,2020
2020-01-03 18:00:00+00:00,2020-01-03T18:00,4.8,951.0,100,11.5,84.0,2020
2020-01-03 19:00:00+00:00,2020-01-03T19:00,4.9,951.1,100,11.5,87.0,2020
2020-01-03 20:00:00+00:00,2020-01-03T20:00,4.5,951.0,100,11.0,51.0,2020
2020-01-03 21:00:00+00:00,2020-01-03T21:00,4.3,951.5,100,10.7,33.0,2020
2020-01-03 22:00:00+00:00,2020-01-03T22:00,3.5,951.5,100,9.7,4.0,2020
2020-01-03 23:00:00+00:00,2020-01-03T23:00,3.3,951.8,97,8.9,0.0,2020
2020-01-04 00:00:00+00:00,2020-01-04T00:00,2.6,952.5,100,8.6,0.0,2020
2020-01-04 01:00:00+00:00,2020-01-04T01:00,3.6,953.9,99,10.0,0.0,2020
2020-01-04 02:00:00+00:00,2020-01-04T02:00,3.0,953.3,100,6.8,0.0,2020
2020-01-04 03:00:00+00:00,2020-01-04T03:00,2.8,953.1,100,5.2,0.0,2020
2020-01-04 04:00:00+00:00,2020-01-04T04:00,2.3,952.9,100,4.7,0.0,2020
2020-01-04 05:00:00+00:00,2020-01-04T05:00,2.1,952.1,100,5.6,0.0,2020
2020-01-04 06:00:00+00:00,2020-01-04T06:00,1.9,951.9,100,4.7,0.0,2020
2020-01-04 07:00:00+00:00,2020-01-04T07:00,2.0,951.4,100,3.9,0.0,2020
2020-01-04 08:00:00+00:00,2020-01-04T08:00,1.6,951.3,100,4.0,0.0,2020
2020-01-04 09:00:00+00:00,2020-01-04T09:00,1.4,951.0,100,3.3,0.0,2020
2020-01-04 10:00:00+00:00,2020-01-04T10:00,1.8,950.1,100,5.5,0.0,2020
2020-01-04 11:00:00+00:00,2020-01-04T11:00,1.8,949.4,100,6.5,0.0,2020
2020-01-04 12:00:00+00:00,2020-01-04T12:00,2.1,948.9,100,6.1,0.0,2020
2020-01-04 13:00:00+00:00,2020-01-04T13:00,2.3,948.6,100,7.9,0.0,2020
2020-01-04 14:00:00+00:00,2020-01-04T14:00,2.6,948.2,100,12.0,7.0,2020
2020-01-04 15:00:00+00:00,2020-01-04T15:00,3.0,948.0,100,9.2,28.0,2020
2020-01-04 16:00:00+00:00,2020-01-04T16:00,3.1,947.8,100,7.9,32.0,2020
2020-01-04 17:00:00+00:00,2020-01-04T17:00,2.3,946.8,100,11.2,37.0,2020
2020-01-04 18:00:00+00:00,2020-01-04T18:00,1.5,946.1,100,11.8,57.0,2020
2020-01-04 19:00:00+00:00,2020-01-04T19:00,0.9,946.2,100,14.3,55.0,2020
2020-01-04 20:00:00+00:00,2020-01-04T20:00,0.1,946.5,100,15.3,34.0,2020
2020-01-04 21:00:00+00:00,2020-01-04T21:00,-0.3,946.8,100,15.1,15.0,2020
2020-01-04 22:00:00+00:00,2020-01-04T22:00,-0.7,947.2,100,17.1,3.0,2020
2020-01-04 23:00:00+00:00,2020-01-04T23:00,-1.0,947.4,100,19.3,0.0,2020
2020-01-05 00:00:00+00:00,2020-01-05T00:00,-1.1,947.9,100,15.8,0.0,2020
2020-01-05 01:00:00+00:00,2020-01-05T01:00,-1.2,948.0,100,19.6,0.0,2020
2020-01-05 02:00:00+00:00,2020-01-05T02:00,-1.3,947.8,100,21.1,0.0,2020
2020-01-05 03:00:00+00:00,2020-01-05T03:00,-1.3,948.9,100,18.1,0.0,2020
2020-01-05 04:00:00+00:00,2020-01-05T04:00,-1.5,948.0,100,20.5,0.0,2020
2020-01-05 05:00:00+00:00,2020-01-05T05:00,-2.1,948.2,100,17.4,0.0,2020
2020-01-05 06:00:00+00:00,2020-01-05T06:00,-2.5,948.0,88,14.3,0.0,2020
2020-01-05 07:00:00+00:00,2020-01-05T07:00,-2.8,948.3,100,14.8,0.0,2020
2020-01-05 08:00:00+00:00,2020-01-05T08:00,-2.9,949.1,100,18.4,0.0,2020
2020-01-05 09:00:00+00:00,2020-01-05T09:00,-3.1,949.6,99,18.6,0.0,2020
2020-01-05 10:00:00+00:00,2020-01-05T10:00,-3.2,950.3,100,19.8,0.0,2020
2020-01-05 11:00:00+00:00,2020-01-05T11:00,-3.5,950.9,100,20.3,0.0,2020
2020-01-05 12:00:00+00:00,2020-01-05T12:00,-3.2,952.2,100,20.3,0.0,2020
2020-01-05 13:00:00+00:00,2020-01-05T13:00,-3.8,953.1,100,23.2,1.0,2020
2020-01-05 14:00:00+00:00,2020-01-05T14:00,-4.0,954.0,100,23.3,17.0,2020
2020-01-05 15:00:00+00:00,2020-01-05T15:00,-4.0,955.0,100,22.5,44.0,2020
2020-01-05 16:00:00+00:00,2020-01-05T16:00,-3.6,955.3,100,22.6,86.0,2020
2020-01-05 17:00:00+00:00,2020-01-05T17:00,-3.9,955.3,100,22.7,99.0,2020
2020-01-05 18:00:00+00:00,2020-01-05T18:00,-4.0,955.4,100,22.6,103.0,2020
2020-01-05 19:00:00+00:00,2020-01-05T19:00,-3.9,955.3,94,20.3,109.0,2020
2020-01-05 20:00:00+00:00,2020-01-05T20:00,-3.6,955.9,96,18.8,139.0,2020
2020-01-05 21:00:00+00:00,2020-01-05T21:00,-3.7,956.3,89,17.2,60.0,2020
2020-01-05 22:00:00+00:00,2020-01-05T22:00,-4.0,956.7,86,14.7,9.0,2020
2020-01-05 23:00:00+00:00,2020-01-05T23:00,-4.2,956.9,77,11.2,0.0,2020
2020-01-06 00:00:00+00:00,2020-01-06T00:00,-4.1,956.7,50,8.8,0.0,2020
2020-01-06 01:00:00+00:00,2020-01-06T01:00,-4.0,956.7,88,6.6,0.0,2020
2020-01-06 02:00:00+00:00,2020-01-06T02:00,-4.7,956.1,99,8.7,0.0,2020
2020-01-06 03:00:00+00:00,2020-01-06T03:00,-4.4,955.8,100,10.0,0.0,2020
2020-01-06 04:00:00+00:00,2020-01-06T04:00,-3.4,955.7,100,9.0,0.0,2020
2020-01-06 05:00:00+00:00,2020-01-06T05:00,-3.1,955.1,100,9.9,0.0,2020
2020-01-06 06:00:00+00:00,2020-01-06T06:00,-3.2,954.3,100,11.7,0.0,2020
2020-01-06 07:00:00+00:00,2020-01-06T07:00,-3.1,953.5,99,12.0,0.0,2020
2020-01-06 08:00:00+00:00,2020-01-06T08:00,-3.2,953.0,95,14.0,0.0,2020
2020-01-06 09:00:00+00:00,2020-01-06T09:00,-3.3,952.3,100,14.8,0.0,2020
2020-01-06 10:00:00+00:00,2020-01-06T10:00,-3.1,952.1,100,14.6,0.0,2020
2020-01-06 11:00:00+00:00,2020-01-06T11:00,-2.6,951.7,100,17.8,0.0,2020
2020-01-06 12:00:00+00:00,2020-01-06T12:00,-1.8,952.4,98,16.6,0.0,2020
2020-01-06 13:00:00+00:00,2020-01-06T13:00,-1.2,952.5,99,15.5,1.0,2020
2020-01-06 14:00:00+00:00,2020-01-06T14:00,-0.6,953.5,97,14.9,19.0,2020
2020-01-06 15:00:00+00:00,2020-01-06T15:00,-0.1,953.9,86,15.0,54.0,2020
2020-01-06 16:00:00+00:00,2020-01-06T16:00,1.4,953.7,28,23.8,189.0,2020
2020-01-06 17:00:00+00:00,2020-01-06T17:00,2.2,953.5,66,26.6,368.0,2020
2020-01-06 18:00:00+00:00,2020-01-06T18:00,1.2,953.6,81,23.0,210.0,2020
2020-01-06 19:00:00+00:00,2020-01-06T19:00,0.9,953.8,71,23.4,171.0,2020
2020-01-06 20:00:00+00:00,2020-01-06T20:00,0.9,954.1,68,20.9,168.0,2020
2020-01-06 21:00:00+00:00,2020-01-06T21:00,0.3,954.5,45,17.7,93.0,2020
2020-01-06 22:00:00+00:00,2020-01-06T22:00,-0.7,954.9,45,15.9,14.0,2020
2020-01-06 23:00:00+00:00,2020-01-06T23:00,-1.2,955.0,24,16.2,0.0,2020
2020-01-07 00:00:00+00:00,2020-01-07T00:00,-2.2,956.0,10,14.9,0.0,2020
2020-01-07 01:00:00+00:00,2020-01-07T01:00,-2.0,955.7,84,16.4,0.0,2020
2020-01-07 02:00:00+00:00,2020-01-07T02:00,-1.6,955.6,96,16.8,0.0,2020
2020-01-07 03:00:00+00:00,2020-01-07T03:00,-1.5,955.9,94,18.3,0.0,2020
2020-01-07 04:00:00+00:00,2020-01-07T04:00,-1.9,956.6,93,22.6,0.0,2020
2020-01-07 05:00:00+00:00,2020-01-07T05:00,-2.5,957.3,62,22.3,0.0,2020
2020-01-07 06:00:00+00:00,2020-01-07T06:00,-3.0,957.9,54,16.7,0.0,2020
2020-01-07 07:00:00+00:00,2020-01-07T07:00,-3.2,958.3,61,14.8,0.0,2020
2020-01-07 08:00:00+00:00,2020-01-07T08:00,-3.0,958.7,25,15.2,0.0,2020
2020-01-07 09:00:00+00:00,2020-01-07T09:00,-3.2,958.6,26,13.8,0.0,2020
2020-01-07 10:00:00+00:00,2020-01-07T10:00,-3.5,958.8,3,13.1,0.0,2020
2020-01-07 11:00:00+00:00,2020-01-07T11:00,-4.3,958.5,12,13.4,0.0,2020
2020-01-07 12:00:00+00:00,2020-01-07T12:00,-4.7,958.5,81,12.2,0.0,2020
2020-01-07 13:00:00+00:00,2020-01-07T13:00,-4.5,958.4,97,12.4,6.0,2020
2020-01-07 14:00:00+00:00,2020-01-07T14:00,-2.9,959.0,95,10.3,88.0,2020
2020-01-07 15:00:00+00:00,2020-01-07T15:00,-1.4,959.7,95,8.9,222.0,2020
2020-01-07 16:00:00+00:00,2020-01-07T16:00,-0.3,959.4,100,9.5,288.0,2020
2020-01-07 17:00:00+00:00,2020-01-07T17:00,0.1,958.4,100,7.7,214.0,2020
2020-01-07 18:00:00+00:00,2020-01-07T18:00,0.5,957.2,100,4.2,235.0,2020
2020-01-07 19:00:00+00:00,2020-01-07T19:00,0.7,956.3,100,5.2,201.0,2020
2020-01-07 20:00:00+00:00,2020-01-07T20:00,0.5,955.9,100,7.2,121.0,2020
2020-01-07 21:00:00+00:00,2020-01-07T21:00,-0.2,955.7,100,7.3,56.0,2020
2020-01-07 22:00:00+00:00,2020-01-07T22:00,-1.2,955.3,100,8.4,9.0,2020
2020-01-07 23:00:00+00:00,2020-01-07T23:00,-1.6,954.8,100,8.1,0.0,2020
2020-01-08 00:00:00+00:00,2020-01-08T00:00,-3.0,954.9,100,4.0,0.0,2020
2020-01-08 01:00:00+00:00,2020-01-08T01:00,-2.7,954.7,100,6.8,0.0,2020
2020-01-08 02:00:00+00:00,2020-01-08T02:00,-2.3,954.6,100,9.5,0.0,2020
2020-01-08 03:00:00+00:00,2020-01-08T03:00,-2.3,954.3,100,10.2,0.0,2020
2020-01-08 04:00:00+00:00,2020-01-08T04:00,-2.4,954.2,99,10.6,0.0,2020
2020-01-08 05:00:00+00:00,2020-01-08T05:00,-2.5,953.2,96,10.8,0.0,2020
2020-01-08 06:00:00+00:00,2020-01-08T06:00,-3.1,952.4,92,12.4,0.0,2020
2020-01-08 07:00:00+00:00,2020-01-08T07:00,-3.5,952.2,98,13.6,0.0,2020
2020-01-08 08:00:00+00:00,2020-01-08T08:00,-3.6,951.9,100,12.4,0.0,2020
2020-01-08 09:00:00+00:00,2020-01-08T09:00,-3.1,951.7,92,13.5,0.0,2020
2020-01-08 10:00:00+00:00,2020-01-08T10:00,-2.5,951.5,95,13.3,0.0,2020
2020-01-08 11:00:00+00:00,2020-01-08T11:00,-2.8,951.7,98,14.0,0.0,2020
2020-01-08 12:00:00+00:00,2020-01-08T12:00,-3.3,951.5,86,11.0,0.0,2020
2020-01-08 13:00:00+00:00,2020-01-08T13:00,-4.1,951.8,97,12.5,6.0,2020
2020-01-08 14:00:00+00:00,2020-01-08T14:00,-3.3,952.4,99,10.7,54.0,2020
2020-01-08 15:00:00+00:00,2020-01-08T15:00,-2.7,953.2,98,14.4,39.0,2020
2020-01-08 16:00:00+00:00,2020-01-08T16:00,-1.8,953.6,42,21.3,192.0,2020
2020-01-08 17:00:00+00:00,2020-01-08T17:00,-2.1,953.9,51,27.8,372.0,2020
2020-01-08 18:00:00+00:00,2020-01-08T18:00,-3.3,954.8,95,31.3,327.0,2020
2020-01-08 19:00:00+00:00,2020-01-08T19:00,-4.2,956.2,54,25.3,176.0,2020
2020-01-08 20:00:00+00:00,2020-01-08T20:00,-4.4,957.8,96,27.2,202.0,2020
2020-01-08 21:00:00+00:00,2020-01-08T21:00,-5.2,959.6,87,25.1,61.0,2020
2020-01-08 22:00:00+00:00,2020-01-08T22:00,-6.4,961.1,87,23.2,18.0,2020
2020-01-08 23:00:00+00:00,2020-01-08T23:00,-7.1,962.6,90,25.6,0.0,2020
2020-01-09 00:00:00+00:00,2020-01-09T00:00,-8.0,964.5,97,26.4,0.0,2020
2020-01-09 01:00:00+00:00,2020-01-09T01:00,-8.5,966.1,98,22.7,0.0,2020
2020-01-09 02:00:00+00:00,2020-01-09T02:00,-9.1,967.1,100,24.4,0.0,2020
2020-01-09 03:00:00+00:00,2020-01-09T03:00,-9.8,968.5,100,24.5,0.0,2020
2020-01-09 04:00:00+00:00,2020-01-09T04:00,-10.0,969.9,100,25.5,0.0,2020
2020-01-09 05:00:00+00:00,2020-01-09T05:00,-10.3,970.9,91,23.5,0.0,2020
2020-01-09 06:00:00+00:00,2020-01-09T06:00,-10.9,972.1,81,21.6,0.0,2020
2020-01-09 07:00:00+00:00,2020-01-09T07:00,-11.4,973.2,97,20.1,0.0,2020
2020-01-09 08:00:00+00:00,2020-01-09T08:00,-11.7,974.2,100,18.1,0.0,2020
2020-01-09 09:00:00+00:00,2020-01-09T09:00,-12.1,975.1,100,15.9,0.0,2020
2020-01-09 10:00:00+00:00,2020-01-09T10:00,-12.7,975.8,84,12.6,0.0,2020
2020-01-09 11:00:00+00:00,2020-01-09T11:00,-13.2,976.8,74,9.0,0.0,2020
2020-01-09 12:00:00+00:00,2020-01-09T12:00,-14.3,978.5,71,3.8,0.0,2020
2020-01-09 13:00:00+00:00,2020-01-09T13:00,-18.1,978.2,15,6.3,7.0,2020
2020-01-09 14:00:00+00:00,2020-01-09T14:00,-15.2,979.8,7,4.2,109.0,2020
2020-01-09 15:00:00+00:00,2020-01-09T15:00,-12.6,980.6,0,3.2,252.0,2020
2020-01-09 16:00:00+00:00,2020-01-09T16:00,-10.0,981.3,0,4.5,365.0,2020
2020-01-09 17:00:00+00:00,2020-01-09T17:00,-9.1,980.1,60,3.1,427.0,2020
2020-01-09 18:00:00+00:00,2020-01-09T18:00,-7.4,979.2,98,2.9,433.0,2020
2020-01-09 19:00:00+00:00,2020-01-09T19:00,-6.2,978.4,97,5.5,354.0,2020
2020-01-09 20:00:00+00:00,2020-01-09T20:00,-5.5,977.7,99,8.0,217.0,2020
2020-01-09 21:00:00+00:00,2020-01-09T21:00,-5.2,977.0,99,9.8,89.0,2020
2020-01-09 22:00:00+00:00,2020-01-09T22:00,-5.9,976.7,99,12.9,16.0,2020
2020-01-09 23:00:00+00:00,2020-01-09T23:00,-5.3,976.5,99,15.9,0.0,2020
2020-01-10 00:00:00+00:00,2020-01-10T00:00,-4.9,976.2,99,21.7,0.0,2020
2020-01-10 01:00:00+00:00,2020-01-10T01:00,-5.2,975.3,99,23.5,0.0,2020
2020-01-10 02:00:00+00:00,2020-01-10T02:00,-5.1,974.5,100,24.9,0.0,2020
2020-01-10 03:00:00+00:00,2020-01-10T03:00,-4.6,973.8,97,29.2,0.0,2020
2020-01-10 04:00:00+00:00,2020-01-10T04:00,-4.6,972.7,98,32.2,0.0,2020
2020-01-10 05:00:00+00:00,2020-01-10T05:00,-4.5,971.5,99,32.4,0.0,2020
2020-01-10 06:00:00+00:00,2020-01-10T06:00,-3.9,971.0,99,32.1,0.0,2020
2020-01-10 07:00:00+00:00,2020-01-10T07:00,-3.5,970.7,95,34.1,0.0,2020
2020-01-10 08:00:00+00:00,2020-01-10T08:00,-3.1,970.7,99,33.5,0.0,2020
2020-01-10 09:00:00+00:00,2020-01-10T09:00,-2.4,970.3,100,32.0,0.0,2020
2020-01-10 10:00:00+00:00,2020-01-10T10:00,-2.0,971.0,100,28.9,0.0,2020
2020-01-10 11:00:00+00:00,2020-01-10T11:00,-2.1,970.5,100,28.2,0.0,2020
2020-01-10 12:00:00+00:00,2020-01-10T12:00,-1.0,970.9,100,27.9,0.0,2020
2020-01-10 13:00:00+00:00,2020-01-10T13:00,-2.1,970.7,100,24.5,1.0,2020
2020-01-10 14:00:00+00:00,2020-01-10T14:00,-1.6,971.0,100,26.1,10.0,2020
2020-01-10 15:00:00+00:00,2020-01-10T15:00,-1.1,971.3,100,24.6,24.0,2020
2020-01-10 16:00:00+00:00,2020-01-10T16:00,-0.5,971.1,100,24.0,51.0,2020
2020-01-10 17:00:00+00:00,2020-01-10T17:00,0.5,970.1,100,23.1,74.0,2020
2020-01-10 18:00:00+00:00,2020-01-10T18:00,1.3,969.4,100,23.2,86.0,2020
2020-01-10 19:00:00+00:00,2020-01-10T19:00,1.7,969.1,100,22.4,71.0,2020
2020-01-10 20:00:00+00:00,2020-01-10T20:00,2.5,969.0,100,20.9,111.0,2020
2020-01-10 21:00:00+00:00,2020-01-10T21:00,2.4,969.3,100,20.5,40.0,2020
2020-01-10 22:00:00+00:00,2020-01-10T22:00,2.5,969.6,100,19.9,7.0,2020
2020-01-10 23:00:00+00:00,2020-01-10T23:00,2.8,970.0,100,19.3,0.0,2020
2020-01-11 00:00:00+00:00,2020-01-11T00:00,3.2,970.1,100,17.9,0.0,2020
2020-01-11 01:00:00+00:00,2020-01-11T01:00,3.7,970.0,100,17.8,0.0,2020
2020-01-11 02:00:00+00:00,2020-01-11T02:00,3.5,969.7,100,17.5,0.0,2020
2020-01-11 03:00:00+00:00,2020-01-11T03:00,3.8,969.5,100,17.8,0.0,2020
2020-01-11 04:00:00+00:00,2020-01-11T04:00,3.9,969.2,99,18.3,0.0,2020
2020-01-11 05:00:00+00:00,2020-01-11T05:00,4.4,968.6,100,19.4,0.0,2020
2020-01-11 06:00:00+00:00,2020-01-11T06:00,4.6,967.7,100,20.1,0.0,2020
2020-01-11 07:00:00+00:00,2020-01-11T07:00,5.2,967.1,100,23.3,0.0,2020
2020-01-11 08:00:00+00:00,2020-01-11T08:00,5.7,966.2,87,23.6,0.0,2020
2020-01-11 09:00:00+00:00,2020-01-11T09:00,6.0,965.4,100,25.3,0.0,2020
2020-01-11 10:00:00+00:00,2020-01-11T10:00,6.7,964.4,100,26.5,0.0,2020
2020-01-11 11:00:00+00:00,2020-01-11T11:00,7.7,963.8,99,27.3,0.0,2020
2020-01-11 12:00:00+00:00,2020-01-11T12:00,9.6,962.9,100,25.5,0.0,2020
2020-01-11 13:00:00+00:00,2020-01-11T13:00,10.0,962.2,100,28.1,2.0,2020
2020-01-11 14:00:00+00:00,2020-01-11T14:00,10.4,961.6,100,29.1,17.0,2020
2020-01-11 15:00:00+00:00,2020-01-11T15:00,11.2,960.7,100,32.0,77.0,2020
2020-01-11 16:00:00+00:00,2020-01-11T16:00,12.0,959.8,100,35.1,116.0,2020
2020-01-11 17:00:00+00:00,2020-01-11T17:00,12.6,958.6,100,34.2,146.0,2020
2020-01-11 18:00:00+00:00,2020-01-11T18:00,12.2,957.6,100,31.8,117.0,2020
2020-01-11 19:00:00+00:00,2020-01-11T19:00,13.0,957.0,100,30.5,97.0,2020
2020-01-11 20:00:00+00:00,2020-01-11T20:00,14.2,955.9,100,29.5,114.0,2020
2020-01-11 21:00:00+00:00,2020-01-11T21:00,14.0,956.2,100,29.0,42.0,2020
2020-01-11 22:00:00+00:00,2020-01-11T22:00,12.7,956.1,100,27.1,6.0,2020
2020-01-11 23:00:00+00:00,2020-01-11T23:00,12.3,955.2,100,28.2,0.0,2020
2020-01-12 00:00:00+00:00,2020-01-12T00:00,13.1,954.9,100,29.4,0.0,2020
2020-01-12 01:00:00+00:00,2020-01-12T01:00,13.7,954.6,100,26.7,0.0,2020
2020-01-12 02:00:00+00:00,2020-01-12T02:00,14.1,954.3,100,26.4,0.0,2020
2020-01-12 03:00:00+00:00,2020-01-12T03:00,14.3,954.2,100,26.6,0.0,2020
2020-01-12 04:00:00+00:00,2020-01-12T04:00,14.6,953.6,100,26.4,0.0,2020
2020-01-12 05:00:00+00:00,2020-01-12T05:00,14.3,952.7,100,24.4,0.0,2020
2020-01-12 06:00:00+00:00,2020-01-12T06:00,13.1,952.1,100,18.6,0.0,2020
2020-01-12 07:00:00+00:00,2020-01-12T07:00,12.6,950.7,100,14.3,0.0,2020
2020-01-12 08:00:00+00:00,2020-01-12T08:00,12.6,949.4,100,20.2,0.0,2020
2020-01-12 09:00:00+00:00,2020-01-12T09:00,14.0,948.0,100,27.0,0.0,2020
2020-01-12 10:00:00+00:00,2020-01-12T10:00,14.0,947.8,99,24.7,0.0,2020
2020-01-12 11:00:00+00:00,2020-01-12T11:00,13.5,949.0,98,27.7,0.0,2020
2020-01-12 12:00:00+00:00,2020-01-12T12:00,12.8,949.9,20,23.1,0.0,2020
2020-01-12 13:00:00+00:00,2020-01-12T13:00,12.0,951.4,42,25.6,4.0,2020
2020-01-12 14:00:00+00:00,2020-01-12T14:00,11.0,954.4,91,26.3,71.0,2020
2020-01-12 15:00:00+00:00,2020-01-12T15:00,7.2,957.8,46,28.7,138.0,2020
2020-01-12 16:00:00+00:00,2020-01-12T16:00,4.5,960.9,100,31.7,187.0,2020
